Id,Name,Description,Tel,Add,Zipcode,Opentime,Map,Px,Py,Class,Website,Parkinginfo,Changetime
E3_382000000A_208361,Tianding Soup Noodles,"Tianding Qiezai Noodle Restaurant, located in Miaokou business circle of Luzhou, is operated by its boss, Liao Tianding. It has a history of more than 30 years, and is one of very famous restaurants here. It has a very tall and big red sign discernible from very far. The noodle here will never be cooked too sot, and the noodle soup is always clear, fresh and sweet.",886-2-22882386,"No.22, Desheng St., ,  247, Taiwan, Luzhou Dist., New Taipei City Taiwán, R.O.C",247,Mon. ~ Fri. 8:00 - 23:00 / Weekend 07:00 - 23:00 / The shop is closed on Tuesday.(Closed on New Year's Eve to the sixth day.),,121.47389,25.08391,09,,,25/7/2020 15:09
E3_382000000A_208376,Deep-sea squid,"The golden fried big squid is crispy and served with special sauces, mayonnaise and mustard, with a topping of dried bonito flakes. It tastes light and not greasy at all.","886-9-87162654,886226104071","No 26, Duchuantou St., ,  249, Taiwan, Bali Dist., New Taipei City Taiwán, R.O.C",249,Mon. ~ Fri. 10:00 - 20:00 / Weekend 09:00 - 21:00 / The shop is closed on typhoon.,,121.43501,25.15857,09,,,27/9/2021 15:02
E3_382000000A_208381,Jinshan Changyi Pastries Shop,"Unlike the traditional tastes today, this shop provides a variety of Chinese sweets, curry meat pastries, sweetheart cakes, green bean moon cakes, black bean paste, and pineapple cakes for you to choose from.",886-2-24985110,"No.57, Jinbauli St. ,  208, Taiwan, Jinshan Dist., New Taipei City Taiwán, R.O.C",208,09:00-03:00,,121.63875,25.22156,09,,,27/5/2022 17:49
E3_382000000A_208456,European Country Café,"While this store's Chinese name conveys the atmosphere of a European residence in the countryside, the English name ""Babka"" is an honorific term for old ladies in Eastern Europe, who are often masters at making delicate desserts, cookies, and cakes.",886-2-24063458,"No. 177, Jishan St., ,  224, Taiwan, Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:00~18:00; Closed every fourth Monday of the month,,121.84325,25.10808,09,,,20/1/2017 7:39
E3_382000000A_208467,Gojinshan Peanut Brittle,"Peanuts were known to ancient people as the ""fruit of longevity"", which is a great indication of how rich they are in nutrients. In fact, peanuts contain more than just protein, fat, and carbohydrates. They also contain unsaturated fatty acids, amino acids, vitamin B1 and B2, beta carotene, niacin, and other nutrients.",886-2-24966632,"No.30, Jishan St., , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:00 - 18:00 / Weekend 09:00 - 20:00,,121.84511,25.10856,09,,,25/7/2020 14:54
E3_382000000A_208487,Hua Ji Dragon Phoenix Spring Roll,"Recommended ProductsDragon Phoenix Spring Roll, Glutinous Rice SausageHave you been asked what is the most difficult thing when trying to preserve authentic flavors? Some people may say it is the pickiness of customers, some may say it will depend on the determination and dedication of the cook.",886-9-28251617,"Minsheng St. Entrance, , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,08:30 - 22:30 / The shop is closed on Wednesday.,,121.80595,25.10742,09,,,25/7/2020 14:55
E3_382000000A_208494,Hereditary A-Mang’s Sweet Taro Balls,"Not far from the entrance of Jishan Old Street (Jiudaokou) is a small signs which says ""Hereditary A-Mang's Sweet Taro Balls"". This tiny shop, which seats only about a dozen, played a major role in how the sweet taro ball came to be known as a renowned Jiufen snack.Hereditary A-Mang's Sweet Taro Balls is one of the three oldest sweet taro ball shops in Jiufen.",886-2-24971572,"No. 41-2, Jishan St., ,  224, Taiwan, Ruifang Dist., New Taipei City Taiwán, R.O.C",224,13:00~ 20:00,,121.84553,25.10898,09,,,9/11/2019 16:26
E3_382000000A_208629,A City of Sadness,"Recommended ProductsOld fashioned rice with pork fat, Taiwanese family style stir-fry, economical a la carte, Western set meal, coffeeThe film ""A City of Sadness"" promoted the beauty of Jiufen globally; hence for a long time, Jiufen and the City of Sadness were virtually synonymous.",886-2-24960852,"2F, No.35, Shuqi Rd., , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,10:00 - 22:00,,121.84352,25.10855,09,,,25/7/2020 14:54
E3_382000000A_208631,LiYi Cake Store,"Recommended ProductsButter sun cake, pineapple cake, curry cake , taro cakePineapple cakes are one of the most renowned and representative snacks in Taiwan. Now only are they well-liked by all ages, in recent years they have become the top gift choice for those traveling abroad.",886-2-24965628,"No.18, Qiche Rd., , , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:00 - 19:30,,121.84415,25.10996,09,,,25/7/2020 14:52
E3_382000000A_208753,Shijiang Wenzhou Wontons,"Stalls and small restaurants serving many of Taiwan’s favorite snacks have converged around Sanxia Old Street, meaning you can find almost anything you desire, including beloved wontons. Shijiang Wenzhou Wontons is located on Wenhua Road and serves affordable wontons that are about half the size of a fist. Only top ingredients are used so when you bite in, you get a huge taste of meat.",886-2-26725333,"No. 58 Wenhua Road; Sanxia District, , Sanxia Dist., New Taipei City Taiwán, R.O.C",237,11:00 - 22:00,,121.37065,24.93627,09,,,25/7/2020 15:05
E3_382000000A_208796,Kueishan Power Station Popsicles,"Kueishan Power Station Ice Pops is a popsicle store located in the water conservation area of the Feitsui Reservoir. Its popsicles attract many tourists who visit just for the sake of having this traditional treat. There are many flavors to try, including pineapple, peanut, milk, and red bean, and their low cost means you can keep coming back for more of this cool, refreshing snack.",886-2-26667223,"No. 37 Guishan Road, Xindian District, , Xindian Dist., New Taipei City Taiwán, R.O.C",231,09:00-18:00,,121.55776,24.90342,09,,,25/7/2020 15:03
E3_382000000A_208811,Traditional Pork Chop and Rice,"Many great foods line Yingge Old Street, such as traditional tofu pudding. But if you are looking for something to fill you up at lunch, one of your best options is at a restaurant serving traditional pork chop and rice. Here the flour added when making the fried pork chop is the perfect amount, creating a crisp exterior to go with the tender meat inside.",886-2-26777617,"No.85, Yuying St., ,  239, Taiwan, Yingge Dist., New Taipei City Taiwán, R.O.C",239,11:00~19:30 closed on Tue.,,121.34735,24.9516,09,,,27/9/2021 13:40
E3_382000000A_208812,Yingge Oyster Vermicelli,"Yingge is a place known for being humble, a characteristic reflected in its cuisine. Nearly everywhere you look you can find somewhere serving inexpensive, excellent meals, one example of which is a place simply called Yingge Oyster Vermicelli. When you order these noodles the first thing you notice is that the chef crams lots of ingredients into a small bowl.",886-2-26781891,"No. 91, Zhongzheng First Road, Yingge District, , Yingge Dist., New Taipei City Taiwán, R.O.C",239,07:00~19:00 closed on Tue.,,121.3522,24.95496,09,,,8/6/2022 17:13
E3_382000000A_402749,The Eatery,"Enjoy simple and delicious everyday comfort food at our all-day dining restaurant.  We serve up all the local specialty dishes, a range of popular international choices and a tempting dessert selection.",886-2-77276988,"1st Floor, No. 1 Section, Wenhua 3rd Road, Linkou District, , Linkou Dist., New Taipei City Taiwán, R.O.C",244,06:30–10:00 / 11:30–20:30,,121.36088,25.06609,09,,,7/10/2021 19:54
E3_382000000A_402994,Ruifang Food Court,"Ruifang Food Court is situated across from Ruifang Train Station; located in a traffic hub, it is close to the historical Ruifang Old Street and is a major tourist attraction. The Food Court has been established for more than five decades and has been transformed from a traditional wet market to today’s renowned Food Court. If you are looking for the most authentic Ruifang street eats, y...",886-2-24965670,"No. 2, Lane, 35, Minsheng St., Ruifang District, , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,06:00 - 23:00; Closed four days a year (disinfection days),,121.80572,25.10699,09,,,29/11/2021 14:09
E3_382000000A_402995,Misty Cake,"Brand Story: Jinguashih in Ruifang was once a major gold mining town. At that time, impoverished miners would have sweet potatoes as the main food to satisfy their hunger. Over the years, the plain and pure flavor has slowly been forgotten by most people. As an effort to rediscover that authentic texture, Misty Cake is borrowing the old-time cooking method and using a puff pastry to wrap...",886-2-24976296,"No. 6-1, Sec. 1, Mingdeng Rd., Ruifang District, , Ruifang Dist., New Taipei City Taiwán, R.O.C",224,09:30 - 18:30,,121.82326,25.10749,09,,,25/7/2020 14:52
